obs,sdf_2020_f,unrest,pop,male,v_age,income,region,sdf_2016_f,sdf_2024_f
No,67.99455049,0,14389,0.536936637,40,3,Northern Rim,57.20409886,69.01455049
No,52.90449601,0,17675,0.47554932,49,3,West,51.69215363,53.92449601
No,46.25054308,0,5402,0.512213916,71,1,Northern Rim,48.7367732,47.27054308
No,49.71610508,0,11016,0.494133438,41,5,West,57.91532134,50.73610508
No,58.52276604,1,9525,0.491389652,36,4,Northern Rim,61.10876807,59.54276604
No,41.54584887,0,9167,0.494055729,34,4,Eastern Islands,56.20288257,42.56584887
No,59.85401779,0,7618,0.528183641,57,4,Eastern Islands,57.06743733,60.87401779
No,42.58650104,0,14305,0.550204868,46,3,Northern Rim,56.38166143,43.60650104
No,60.16691368,0,12022,0.508279487,29,4,Northern Rim,53.36505542,61.18691368
No,43.62536679,0,11381,0.538663487,39,6,Eastern Islands,51.13155116,44.64536679
No,56.77336855,0,6527,0.530592283,31,3,Eastern Islands,61.08982692,57.79336855
No,58.16489312,0,12559,0.545458,45,3,West,54.80309775,59.18489312
No,57.76911301,0,9614,0.51424582,47,2,Eastern Islands,57.77158492,58.78911301
No,49.66071576,0,14883,0.503576159,35,4,West,54.64118602,50.68071576
No,49.76151771,0,3913,0.52014327,37,2,Northern Rim,56.42158562,50.78151771
No,54.34322984,1,14036,0.519364398,32,5,West,54.28414257,55.36322984
No,63.41545039,0,11755,0.493362727,62,3,West,56.00575296,64.43545039
No,40.20090294,0,8341,0.524318491,45,4,Eastern Islands,56.44137785,41.22090294
No,61.52431815,0,8908,0.499110473,44,4,West,64.59471199,62.54431815
No,51.21271115,0,12853,0.482524082,65,4,West,66.15975619,52.23271115
No,50.44069698,0,16755,0.515229559,45,3,West,65.45276385,51.46069698
No,48.03840889,0,4739,0.539553103,58,3,Eastern Islands,41.34839146,49.05840889
No,44.09436365,0,8477,0.520192951,51,3,Eastern Islands,55.40787462,45.11436365
No,59.78512113,0,9317,0.495653113,50,2,West,66.68495478,60.80512113
No,57.13493666,0,9714,0.474605575,31,3,Eastern Islands,55.25327567,58.15493666
No,54.99064974,0,10856,0.493437994,36,1,West,62.96282487,56.01064974
No,54.84345012,0,7291,0.511635825,40,4,Northern Rim,62.63643504,55.86345012
No,44.04423014,0,14415,0.49008301,40,4,Eastern Islands,53.12003672,45.06423014
No,46.66350063,0,9510,0.528659431,47,4,West,52.95056723,47.68350063
No,47.01804913,0,8066,0.508018046,62,4,Eastern Islands,52.80194338,48.03804913
No,38.4632665,1,10966,0.515423779,37,3,Northern Rim,57.3579351,39.4832665
No,53.28517513,0,11836,0.533566259,55,4,West,71.04927728,54.30517513
No,41.16321024,0,16777,0.510649616,44,5,West,62.42339057,42.18321024
No,56.82092343,0,7395,0.51885956,32,3,Eastern Islands,61.52826116,57.84092343
No,60.31931168,0,7959,0.510085827,30,4,Northern Rim,63.2901572,61.33931168
No,45.89753101,0,10793,0.497547859,51,2,Northern Rim,61.4936423,46.91753101
No,35.78382584,0,6227,0.522640716,40,5,Eastern Islands,52.60522788,36.80382584
No,49.22602825,0,15654,0.515297341,37,3,Northern Rim,50.32848783,50.24602825
No,33.78575196,0,10751,0.499565206,18,4,Eastern Islands,58.55577363,34.80575196
No,48.91847315,0,4328,0.488529378,24,3,Northern Rim,54.02434341,49.93847315
No,43.01724,0,4974,0.52064803,60,3,West,63.827051,44.03724
No,44.78939594,0,100,0.495217697,57,3,Northern Rim,62.09006344,45.80939594
No,52.14003558,0,9613,0.510946284,26,3,West,51.8256238,53.16003558
No,60.25055875,0,17931,0.483752356,33,3,Northern Rim,58.35873971,61.27055875
No,56.76531284,0,7268,0.537046963,35,3,Northern Rim,54.25836128,57.78531284
No,52.75800365,1,1601,0.492916044,37,3,Northern Rim,60.05002293,53.77800365
No,56.5430478,0,16401,0.531545359,49,4,West,48.40936308,57.5630478
No,61.69822153,0,14021,0.526548429,50,4,Eastern Islands,47.56710641,62.71822153
No,54.31656776,0,7339,0.530872745,68,4,Northern Rim,51.1329008,55.33656776
No,48.22810923,1,11271,0.503509492,52,2,Eastern Islands,55.59257328,49.24810923
No,46.8603301,0,5909,0.500243047,64,4,Northern Rim,55.66400009,47.8803301
No,30.82983502,0,9573,0.492026022,41,3,Northern Rim,52.28758304,31.84983502
No,55.75964581,0,9374,0.53164406,35,5,Eastern Islands,51.64888251,56.77964581
No,43.8837118,0,13687,0.530226858,81,3,Eastern Islands,60.66280745,44.9037118
No,42.97762869,0,9363,0.563601296,34,4,West,51.08982764,43.99762869
No,55.67693034,0,12483,0.497324704,32,4,Northern Rim,58.13534987,56.69693034
No,61.51033618,0,17015,0.530603469,39,3,Eastern Islands,55.86687891,62.53033618
No,47.97442409,0,6666,0.554599908,59,3,Eastern Islands,50.83964669,48.99442409
No,45.7007248,0,15990,0.490930821,63,4,Eastern Islands,53.00662491,46.7207248
No,43.56397959,0,13656,0.471155806,37,2,West,68.51320813,44.58397959
No,58.58419707,0,4470,0.510372245,18,3,West,59.44214022,59.60419707
No,49.07641436,0,11475,0.548335418,35,2,West,54.98667864,50.09641436
No,66.12496042,0,16444,0.487463576,53,3,Eastern Islands,68.16769536,67.14496042
No,34.71255828,0,13832,0.509711522,25,4,West,47.85416999,35.73255828
No,58.09854694,0,10546,0.545854055,38,5,Eastern Islands,55.5396078,59.11854694
No,53.2174625,0,11900,0.498169424,44,4,Eastern Islands,52.66701748,54.2374625
No,62.96498233,0,13239,0.513349467,58,6,Eastern Islands,60.65954445,63.98498233
No,55.28675311,0,10366,0.496399525,22,2,West,63.31182932,56.30675311
No,44.5752111,0,10595,0.496952173,61,4,Northern Rim,61.84253234,45.5952111
No,62.23644378,0,6213,0.47130591,58,4,West,57.91285806,63.25644378
No,58.61515655,0,15747,0.491329658,24,3,Northern Rim,51.13088457,59.63515655
No,59.54862515,0,11335,0.539527649,62,2,West,57.42587977,60.56862515
No,56.13189238,0,10853,0.524564667,47,3,Northern Rim,62.56116066,57.15189238
No,40.58029717,0,15281,0.52049467,49,3,Northern Rim,63.90615223,41.60029717
No,40.26755646,0,12525,0.502334779,48,2,Eastern Islands,52.69470842,41.28755646
No,51.71010852,0,11540,0.493764668,48,3,Eastern Islands,53.58342218,52.73010852
No,50.95983398,0,10552,0.509322695,19,2,West,48.83197193,51.97983398
No,49.18744337,0,16534,0.514483962,41,2,Northern Rim,62.81020831,50.20744337
No,44.22401,0,14716,0.517962687,44,4,Northern Rim,63.28910967,45.24401
No,64.24583302,0,1734,0.502951096,35,4,Northern Rim,53.40969956,65.26583302
No,45.96234709,0,13722,0.494770722,45,3,Eastern Islands,53.88307765,46.98234709
No,44.28397617,0,10252,0.514012656,44,5,Eastern Islands,41.51568448,45.30397617
No,49.50507186,0,7281,0.506349777,51,6,Northern Rim,62.06499635,50.52507186
No,44.60458088,0,10824,0.528796679,79,4,West,53.1772915,45.62458088
No,52.70101431,0,11445,0.497676297,41,6,Eastern Islands,40.20241832,53.72101431
No,56.00853759,0,10591,0.529832924,78,2,Eastern Islands,48.58841272,57.02853759
No,56.21546206,0,14786,0.488151927,18,3,Northern Rim,59.30036502,57.23546206
No,56.5001097,0,14105,0.504934506,51,3,Northern Rim,64.94365184,57.5201097
No,62.06327823,0,10623,0.508568374,50,3,Northern Rim,62.40003408,63.08327823
No,69.3471655,0,10550,0.510748538,66,3,West,55.91236862,70.3671655
No,44.74210782,1,5574,0.517223757,49,3,Northern Rim,47.09745521,45.76210782
No,38.26555092,0,15207,0.472983097,34,7,West,72.46177392,39.28555092
No,51.26111705,0,18753,0.480679051,54,2,Eastern Islands,49.40925129,52.28111705
No,52.49481091,0,12148,0.518439865,79,3,Northern Rim,56.15484359,53.51481091
No,62.68132554,1,11924,0.502795598,59,4,West,60.29511022,63.70132554
No,56.87659108,0,15859,0.485180393,55,4,West,55.50175067,57.89659108
No,43.24132225,0,5205,0.518747675,59,5,Northern Rim,68.4376254,44.26132225
No,51.93277649,0,2368,0.514226446,35,2,Northern Rim,49.44814974,52.95277649
No,58.16004051,0,12045,0.502131021,63,5,West,59.96697783,59.18004051
No,57.57156237,0,3580,0.487876259,73,2,West,57.62254289,58.59156237
No,49.79757532,0,7057,0.505393452,44,3,Eastern Islands,59.30764097,50.81757532
No,52.78203303,0,10799,0.465447242,18,3,Northern Rim,49.00891628,53.80203303
No,48.97304105,0,10772,0.54467227,50,3,Northern Rim,58.70152052,49.99304105
No,69.42825713,0,19633,0.506216067,47,3,Northern Rim,56.21643528,70.44825713
No,45.95734829,0,14498,0.516256066,30,1,Eastern Islands,54.1390015,46.97734829
No,44.20681545,0,8092,0.49912287,53,5,West,48.90135849,45.22681545
No,45.90372358,0,8541,0.527097665,29,3,Northern Rim,53.52023178,46.92372358
No,51.39533987,0,6677,0.516278963,21,1,Eastern Islands,66.79604862,52.41533987
No,50.82006422,0,14462,0.531248112,49,5,West,64.44304657,51.84006422
No,58.0951874,0,14066,0.493675587,60,3,Northern Rim,53.32957152,59.1151874
No,49.33951108,0,15615,0.518762182,38,4,Northern Rim,56.2999345,50.35951108
No,51.37710123,0,19440,0.52392282,24,1,Eastern Islands,63.20161564,52.39710123
No,56.2685532,0,13485,0.490757589,44,2,Eastern Islands,59.44805206,57.2885532
No,53.71452417,0,856,0.503597281,40,3,West,56.73874426,54.73452417
No,49.97583396,0,3915,0.512905421,18,6,West,61.31906282,50.99583396
No,61.45369271,0,9640,0.515368528,68,4,Northern Rim,65.14098616,62.47369271
No,55.95984723,0,12719,0.524175071,50,5,Northern Rim,57.29354151,56.97984723
No,47.67999188,0,15080,0.498569727,61,3,Eastern Islands,57.78162129,48.69999188
No,46.45007897,0,7012,0.457930234,18,4,West,56.98545323,47.47007897
No,51.14693269,1,12429,0.542369903,73,4,Northern Rim,53.84092219,52.16693269
No,42.00700041,1,11595,0.513961586,44,4,Northern Rim,55.78527028,43.02700041
No,63.08876935,0,7706,0.510224608,40,4,Northern Rim,60.20279499,64.10876935
No,43.33868043,0,8432,0.526867621,46,2,Eastern Islands,44.37925209,44.35868043
No,42.90136091,0,10662,0.486748726,46,5,Eastern Islands,59.30724727,43.92136091
No,40.00439885,1,20740,0.486524051,35,3,West,64.01621383,41.02439885
No,49.54856847,0,14612,0.529941039,45,2,Eastern Islands,61.85674827,50.56856847
No,55.92714428,0,14811,0.509718525,57,3,Eastern Islands,67.40804205,56.94714428
No,49.44550973,0,8167,0.512958526,27,2,West,46.03142107,50.46550973
No,47.17080628,0,11525,0.480012281,43,4,Northern Rim,51.95407489,48.19080628
No,60.72918369,0,9089,0.510857593,50,4,Eastern Islands,59.66559999,61.74918369
No,56.3545961,0,4670,0.516203136,36,3,Eastern Islands,44.24580477,57.3745961
No,59.61852565,0,12137,0.471208048,50,4,Eastern Islands,44.44962992,60.63852565
No,41.16347812,0,8739,0.509268122,40,4,Eastern Islands,59.05439496,42.18347812
No,57.86494868,0,12604,0.473280551,77,2,West,62.95142945,58.88494868
No,65.19852471,0,9144,0.495610776,30,4,West,47.89025564,66.21852471
No,49.01731708,0,13356,0.526863075,36,4,Eastern Islands,56.85190939,50.03731708
No,43.18144959,1,11215,0.473304915,62,5,Northern Rim,57.22394529,44.20144959
No,40.45345323,0,7514,0.488217076,44,3,Northern Rim,58.41062722,41.47345323
No,66.68979275,1,12641,0.488711174,53,3,Northern Rim,61.622326,67.70979275
No,60.05038234,0,10661,0.517231951,33,4,Northern Rim,44.25422965,61.07038234
No,49.65594945,0,8213,0.539878658,42,4,Northern Rim,52.82719216,50.67594945
No,52.36153737,0,9546,0.519370589,48,4,West,65.51643467,53.38153737
No,46.38583026,0,10087,0.503779532,25,2,West,63.61021356,47.40583026
No,36.54480712,0,3756,0.512981894,48,5,Eastern Islands,51.18905917,37.56480712
No,55.81985578,0,6122,0.485917451,20,3,Eastern Islands,40.57429294,56.83985578
No,64.67994686,0,12719,0.505241549,35,3,Eastern Islands,33.6072827,65.69994686
No,55.59394337,0,8564,0.502504539,49,4,Northern Rim,54.16613101,56.61394337
No,66.30006159,0,4449,0.553938973,54,3,Eastern Islands,42.64569504,67.32006159
No,53.57419219,0,600,0.538792699,29,4,Eastern Islands,59.06183645,54.59419219
No,37.10044038,0,502,0.515425402,52,3,Northern Rim,65.54968127,38.12044038
No,56.09860323,0,14249,0.521482407,18,4,West,51.7546315,57.11860323
No,37.41767434,0,3676,0.519185582,18,3,Northern Rim,58.7298549,38.43767434
No,61.63188746,0,7769,0.49267168,34,5,Eastern Islands,46.89279786,62.65188746
No,42.02920243,1,2325,0.520946554,54,3,Eastern Islands,58.68016944,43.04920243
No,50.51091972,0,14950,0.517688243,39,2,Northern Rim,60.58836273,51.53091972
No,43.55675464,0,10681,0.527640878,56,3,Northern Rim,58.83065288,44.57675464
No,47.34923886,0,12943,0.510484237,40,3,Eastern Islands,63.26776222,48.36923886
No,38.51223575,0,9365,0.480459638,28,2,Eastern Islands,50.01051759,39.53223575
No,42.03958381,0,7518,0.519797041,44,3,Eastern Islands,51.31556481,43.05958381
No,50.67297623,0,11639,0.53145278,18,4,Northern Rim,62.0592171,51.69297623
No,49.31585822,0,2851,0.522073632,34,4,West,52.86104026,50.33585822
No,46.43298225,0,11397,0.50802253,38,3,Northern Rim,57.01465226,47.45298225
No,57.77991184,1,4195,0.494960539,43,2,West,44.6291036,58.79991184
No,45.87464833,0,8652,0.510893332,20,3,Eastern Islands,56.46917585,46.89464833
No,62.54323131,0,7069,0.4718463,18,5,Eastern Islands,64.97222835,63.56323131
No,43.53727258,1,8220,0.48375148,29,4,Eastern Islands,64.65766726,44.55727258
No,45.06029389,0,13721,0.498663628,42,4,West,59.91885613,46.08029389
No,43.97945483,0,6576,0.505278951,37,4,West,45.43395988,44.99945483
No,60.0426157,0,9121,0.532201842,31,4,West,52.1250589,61.0626157
No,56.43837128,0,12452,0.46458887,37,4,West,49.8049238,57.45837128
No,47.14273351,0,12603,0.528289216,55,4,Eastern Islands,62.50202487,48.16273351
No,61.78130343,0,13178,0.477532219,36,2,Eastern Islands,58.56915699,62.80130343
No,52.90913671,0,5731,0.491129482,60,4,Eastern Islands,60.61420528,53.92913671
No,54.22515078,0,11084,0.52641669,19,3,West,50.87883614,55.24515078
No,60.9942456,1,14120,0.511497713,18,4,West,56.24233173,62.0142456
No,45.23896109,0,10873,0.515681201,51,3,Northern Rim,58.4155573,46.25896109
No,49.5509572,0,14385,0.488601761,53,2,West,70.54658554,50.5709572
No,58.24301008,1,9853,0.496366816,61,5,West,67.22442747,59.26301008
No,39.40838659,0,11390,0.508894641,35,4,West,48.88290372,40.42838659
No,61.64094143,0,9901,0.486142487,47,3,Eastern Islands,50.08315881,62.66094143
No,45.59724216,0,1151,0.533292164,52,4,Eastern Islands,53.77699606,46.61724216
No,42.3802592,0,16424,0.493198141,46,4,Eastern Islands,64.81919473,43.4002592
No,39.4276071,0,10600,0.484284389,60,3,Northern Rim,54.03907183,40.4476071
No,69.20690153,1,8259,0.531197058,34,4,Eastern Islands,58.10305605,70.22690153
No,44.60483551,1,11834,0.490422986,44,4,West,59.68856626,45.62483551
No,68.04462386,0,6783,0.541514169,30,4,Eastern Islands,56.9109484,69.06462386
No,66.66491398,0,9181,0.484645927,53,4,Northern Rim,45.20585621,67.68491398
No,44.92767838,0,5049,0.541587185,31,2,West,52.77227015,45.94767838
No,62.72653711,0,6854,0.49216645,49,3,Eastern Islands,60.5240452,63.74653711
No,54.5858984,0,10107,0.504208498,78,4,Northern Rim,49.6819273,55.6058984
No,65.49395829,0,17965,0.496761718,45,3,Eastern Islands,76.20563495,66.51395829
No,57.4848689,0,11144,0.524043819,37,3,Northern Rim,56.11307984,58.5048689
No,48.87919137,0,14229,0.508532993,45,3,Northern Rim,48.51847674,49.89919137
No,40.25000379,0,12822,0.516698631,54,3,Northern Rim,54.66780852,41.27000379
No,63.53893113,0,4848,0.511034624,57,2,Eastern Islands,57.98577566,64.55893113
No,39.7575652,0,7365,0.477747047,62,5,Northern Rim,54.28193797,40.7775652
No,67.76215359,0,5205,0.530024477,34,4,West,62.87668433,68.78215359
No,56.16838857,0,10919,0.50769701,50,5,West,63.57929253,57.18838857
No,46.22434783,0,16911,0.520607587,48,3,Northern Rim,50.84894043,47.24434783
No,46.79314098,1,14614,0.508856356,53,3,Northern Rim,64.11341556,47.81314098
No,53.12270617,0,1127,0.51983544,33,3,West,52.14281834,54.14270617
No,58.68101019,0,9006,0.521592749,34,5,West,51.2063345,59.70101019
No,41.4131668,1,11299,0.484298494,72,4,Northern Rim,63.07230089,42.4331668
No,44.05496032,0,8343,0.499826018,51,4,Northern Rim,59.16706394,45.07496032
No,47.61093744,1,7494,0.503576022,35,4,West,45.08439825,48.63093744
No,45.06171177,0,12177,0.498977765,39,4,West,66.62771514,46.08171177
No,55.3054809,0,10842,0.535529005,20,3,Northern Rim,47.94804532,56.3254809
No,60.67510517,0,17247,0.483345986,69,4,Northern Rim,60.36374949,61.69510517
No,37.25836333,0,3891,0.505262627,20,5,West,44.40758964,38.27836333
No,59.46962246,0,10975,0.538312948,22,4,Eastern Islands,39.88537675,60.48962246
No,49.48671139,0,17527,0.510257078,31,2,Eastern Islands,59.75345516,50.50671139
No,66.51358286,0,6042,0.472565502,30,2,Northern Rim,60.29845744,67.53358286
No,61.24644488,1,14885,0.497539379,35,3,West,66.35732209,62.26644488
No,43.44456436,0,9138,0.501363264,38,3,Northern Rim,52.60275801,44.46456436
No,44.80294157,0,4022,0.502879897,53,3,Northern Rim,61.65943078,45.82294157
No,51.85265942,0,8205,0.520868963,34,3,Eastern Islands,53.50323566,52.87265942
No,51.66738386,0,6518,0.48166259,80,2,Northern Rim,72.64996628,52.68738386
No,54.42251479,0,9749,0.530628409,34,2,West,61.2523483,55.44251479
No,67.77560538,0,12234,0.49101417,54,4,Eastern Islands,68.00352315,68.79560538
No,55.81210838,0,1868,0.501335445,37,3,West,65.06941435,56.83210838
No,52.17792389,0,6850,0.507083183,62,1,Eastern Islands,69.36970247,53.19792389
No,66.33920619,0,12468,0.482853379,42,3,West,59.87683886,67.35920619
No,51.06577661,0,5999,0.515931656,42,4,Northern Rim,58.64071384,52.08577661
No,51.89024058,0,11783,0.501863685,18,3,Northern Rim,64.49767578,52.91024058
No,37.49969636,0,13471,0.482146597,40,3,Eastern Islands,51.4143448,38.51969636
No,39.46866829,0,7089,0.501067951,37,4,Eastern Islands,60.97418957,40.48866829
No,53.60641524,0,15310,0.500901796,28,3,West,59.48497488,54.62641524
No,53.93994154,0,9356,0.488440328,43,3,West,55.39427718,54.95994154
No,39.83562733,0,3819,0.49063523,47,4,Northern Rim,56.57966351,40.85562733
No,45.47345198,0,10926,0.458381694,30,3,Eastern Islands,60.73862206,46.49345198
No,51.41520957,0,11505,0.506264354,37,4,Eastern Islands,57.86641015,52.43520957
No,50.06775715,0,9626,0.544219791,18,2,Northern Rim,61.93181204,51.08775715
No,51.2393064,0,16046,0.526280655,27,1,Northern Rim,59.22386751,52.2593064
No,47.35724044,0,7502,0.506264566,63,4,Eastern Islands,59.89697452,48.37724044
No,51.43119814,1,8546,0.49863094,39,2,Northern Rim,40.99544778,52.45119814
No,46.38709392,0,15793,0.485218418,30,3,West,59.64414771,47.40709392
No,48.58347139,0,8565,0.523257449,18,3,Northern Rim,58.47497218,49.60347139
No,32.51920709,0,14002,0.501711412,46,5,Northern Rim,52.10937501,33.53920709
No,40.91561741,0,12721,0.482685126,45,3,West,59.86868862,41.93561741
No,53.02131024,0,7282,0.519083486,33,2,Eastern Islands,47.74170437,54.04131024
No,49.79049963,0,3472,0.480573807,50,3,Eastern Islands,64.31277285,50.81049963
No,60.30504843,0,7255,0.52505347,40,3,Eastern Islands,59.06209888,61.32504843
No,55.80510114,0,5088,0.504228252,18,3,Northern Rim,52.02803668,56.82510114
No,48.51248414,1,10214,0.503274407,26,4,Eastern Islands,49.89570158,49.53248414
No,54.45587721,0,4857,0.530700178,38,4,Eastern Islands,48.91212777,55.47587721
No,43.82325281,0,11136,0.506399558,30,3,Northern Rim,59.17859458,44.84325281
No,49.9956057,1,6557,0.516707576,48,3,Northern Rim,55.49665377,51.0156057
No,63.10419374,0,10990,0.528218281,18,4,Northern Rim,64.62575459,64.12419374
No,60.26091259,0,3458,0.519291395,39,3,Eastern Islands,56.6647188,61.28091259
No,62.91997818,0,13384,0.50185703,44,4,Northern Rim,47.74215391,63.93997818
No,51.46800912,0,11153,0.464577898,51,2,West,62.51743362,52.48800912
No,47.66370622,0,4518,0.471187117,64,3,West,57.8572193,48.68370622
No,50.77305687,0,15647,0.526100302,40,4,Northern Rim,53.92699546,51.79305687
No,67.82519335,0,11756,0.532892997,72,4,Eastern Islands,58.90017881,68.84519335
No,61.34072714,0,9984,0.506254299,66,4,Eastern Islands,57.56197516,62.36072714
No,56.16073135,0,11027,0.4991156,56,2,West,52.02407829,57.18073135
No,50.17413676,0,7103,0.517394184,54,3,West,42.19518986,51.19413676
No,66.10144901,0,7522,0.499883632,55,4,Eastern Islands,58.95577168,67.12144901
No,31.9332543,0,4231,0.490930716,44,2,West,58.95945226,32.9532543
No,48.6081777,1,7258,0.521974764,45,4,Eastern Islands,42.398125,49.6281777
No,56.82778787,0,6478,0.478360644,25,5,West,56.49421377,57.84778787
No,53.98969737,0,2402,0.525969447,23,4,Northern Rim,59.82871881,55.00969737
No,50.86185802,0,6598,0.495367359,27,4,Northern Rim,62.59372404,51.88185802
No,68.5056476,0,9674,0.516258498,61,4,West,57.0330327,69.5256476
No,47.63060183,0,7909,0.537577163,29,3,West,58.81317757,48.65060183
No,48.56724785,0,11783,0.514239654,26,1,Eastern Islands,69.2877261,49.58724785
No,63.07789134,0,16666,0.509987596,24,3,West,62.37618776,64.09789134
No,53.44591515,0,10029,0.502235203,48,4,West,57.31182485,54.46591515
No,68.72414667,0,9755,0.514083619,50,3,West,68.8803066,69.74414667
No,50.6464689,0,15016,0.521913042,28,4,West,53.55055124,51.6664689
No,51.68993864,1,5572,0.526688416,45,3,Northern Rim,51.12204098,52.70993864
No,45.31581478,1,8204,0.511147891,32,3,Northern Rim,55.00060215,46.33581478
No,49.29913473,0,8935,0.513943998,46,5,Northern Rim,52.20385607,50.31913473
No,37.65250839,0,6514,0.515215581,44,3,Eastern Islands,62.74454653,38.67250839
No,46.16255674,0,14159,0.466810303,43,5,Northern Rim,50.10784588,47.18255674
No,61.55202694,0,10615,0.558770184,18,2,Northern Rim,47.51402342,62.57202694
No,39.78409299,0,11717,0.526564099,23,3,Northern Rim,58.32318439,40.80409299
No,47.13477635,0,7949,0.506429828,37,5,Eastern Islands,63.04882636,48.15477635
No,56.62597516,0,5478,0.537411208,42,3,West,54.63115272,57.64597516
No,43.46451771,0,4965,0.510583723,51,4,West,69.17512556,44.48451771
No,57.27534237,0,14404,0.512564826,39,4,West,54.70301089,58.29534237
No,38.83399798,0,2074,0.468105187,33,3,Eastern Islands,52.38557906,39.85399798
No,40.98353614,0,10256,0.522275197,39,3,Eastern Islands,53.33470345,42.00353614
No,46.88714528,0,15738,0.540556909,41,4,West,64.82826656,47.90714528
No,57.35433489,0,11023,0.507351449,60,4,West,54.54962665,58.37433489
No,53.069579,0,8182,0.514359954,44,4,Northern Rim,53.99491826,54.089579
No,48.01230132,0,10467,0.498913865,48,4,Northern Rim,52.95817131,49.03230132
No,56.57184769,0,5814,0.502881471,22,4,Eastern Islands,51.55650092,57.59184769
No,55.95971943,0,8105,0.511619597,51,4,Northern Rim,52.06150409,56.97971943
No,39.86496542,0,5744,0.514945335,49,2,Northern Rim,50.88557073,40.88496542
No,51.68817004,1,15636,0.502495625,18,3,West,64.59477643,52.70817004
No,53.63041885,0,7884,0.540784685,18,5,Eastern Islands,58.41573552,54.65041885
No,48.59405296,0,11185,0.481617272,44,3,Northern Rim,46.2663488,49.61405296
No,46.56719994,0,12686,0.504200576,41,4,West,50.85084793,47.58719994
No,45.04006447,0,10913,0.48338929,28,4,West,55.03102995,46.06006447
No,30.27175507,0,12647,0.533001826,36,4,Northern Rim,56.88373342,31.29175507
No,60.44522784,1,8673,0.458331103,39,3,West,53.95878857,61.46522784
No,54.5040208,1,7800,0.519735922,57,4,Eastern Islands,62.54170684,55.5240208
No,51.38240193,0,6451,0.495735181,51,4,Northern Rim,58.44803542,52.40240193
No,58.98143565,0,11786,0.51404364,49,4,West,45.3769931,60.00143565
No,67.48938499,0,5334,0.536849161,31,4,West,56.73113603,68.50938499
No,52.31947997,0,10744,0.51777497,58,3,West,56.92167531,53.33947997
No,49.76415259,0,4788,0.512128391,67,4,Northern Rim,57.47711066,50.78415259
No,42.66961286,0,12164,0.517639491,52,4,West,47.99191086,43.68961286
No,45.96238173,0,9577,0.526297761,28,3,West,58.5973239,46.98238173
No,48.42283341,0,8987,0.48317642,33,5,Northern Rim,62.77893397,49.44283341
No,49.89948749,0,6173,0.513483641,20,3,West,63.52487114,50.91948749
No,49.54011985,0,9117,0.481727685,32,5,Northern Rim,49.36210875,50.56011985
No,47.70435119,0,3103,0.480826599,37,4,Northern Rim,62.85737048,48.72435119
No,51.53907679,0,9048,0.518206546,67,3,Northern Rim,49.68536845,52.55907679
No,56.44184975,0,12655,0.513491545,31,3,West,51.14509776,57.46184975
No,49.19195202,0,5229,0.455262004,48,4,Northern Rim,53.88314529,50.21195202
No,49.52085361,0,11115,0.51352463,33,4,Northern Rim,50.5761742,50.54085361
No,59.92416329,0,4963,0.505491736,36,4,West,54.68863766,60.94416329
No,47.1200036,0,11467,0.506105015,57,2,Eastern Islands,57.58831273,48.1400036
No,48.40980475,0,12102,0.516164408,55,3,Northern Rim,52.99804001,49.42980475
No,41.48195391,0,2920,0.480825317,52,2,Eastern Islands,50.01211167,42.50195391
No,45.71498843,0,12938,0.512278186,47,5,West,46.4236663,46.73498843
No,61.3799057,0,15154,0.492283113,32,3,West,56.18157655,62.3999057
No,36.74278749,0,8552,0.508676096,67,3,Eastern Islands,51.13455163,37.76278749
No,64.8731094,0,10755,0.49926744,33,2,Northern Rim,56.82052356,65.8931094
No,59.1336482,0,5609,0.522485621,43,4,West,60.51618551,60.1536482
No,41.41712758,0,10750,0.504946744,32,3,Eastern Islands,54.57210467,42.43712758
No,52.85482094,0,9543,0.491881402,36,4,West,55.44684186,53.87482094
No,46.20588756,1,18902,0.508195519,51,4,Northern Rim,40.46797983,47.22588756
No,56.51074512,0,10617,0.485609834,30,4,Eastern Islands,57.17384207,57.53074512
No,31.79622665,0,11085,0.506679129,30,4,Northern Rim,62.25710345,32.81622665
No,47.91562656,0,9527,0.538780675,69,4,Eastern Islands,53.22924253,48.93562656
No,47.86113624,0,11546,0.500256477,47,5,Northern Rim,56.37055483,48.88113624
No,64.47885122,0,1656,0.495221256,64,5,West,48.70739131,65.49885122
No,45.82356411,0,11049,0.49554003,62,2,West,67.73125054,46.84356411
No,52.86984091,0,9824,0.531363738,25,4,West,61.49321001,53.88984091
No,59.26067505,0,18619,0.562805395,63,5,Northern Rim,51.61512151,60.28067505
No,42.07575379,0,4612,0.489137181,81,3,Eastern Islands,63.5518472,43.09575379
No,45.7869143,0,15706,0.566204023,28,2,Eastern Islands,62.65410128,46.8069143
No,43.05858245,0,10753,0.508021858,54,1,Eastern Islands,55.07763071,44.07858245
No,50.75085098,0,4330,0.519398287,63,4,West,39.97661347,51.77085098
No,50.60637675,0,8467,0.501439591,18,5,Northern Rim,61.6335251,51.62637675
No,63.80821952,0,10388,0.497823996,49,3,Northern Rim,47.42602462,64.82821952
No,59.7417406,0,11427,0.485637654,63,3,West,49.24393038,60.7617406
No,58.78658504,0,13269,0.510804275,23,2,Northern Rim,65.67122258,59.80658504
No,64.51071443,0,10483,0.478345191,18,5,Northern Rim,56.85310397,65.53071443
No,59.34229953,0,11813,0.490435416,18,3,Northern Rim,69.07539597,60.36229953
